P. Name,P. Mass Class,P. Composition Class,P. Habitable Class,P. Habitable,DRS_nu,a1,a2,a3,a4,a5,rho,nu
Kepler-1093 c,Superterran,rocky-iron,non-habitable,0,-1.808437,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1095 b,Terran,rocky-iron,non-habitable,0,-2.599748,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1096 b,Terran,rocky-iron,non-habitable,0,-2.087179,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1098 b,Terran,rocky-iron,non-habitable,0,-3.171231,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1100 b,Superterran,rocky-iron,non-habitable,0,-3.00553,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1101 b,Superterran,rocky-iron,non-habitable,0,-2.465487,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1103 b,Superterran,rocky-iron,non-habitable,0,-2.301008,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1104 b,Terran,rocky-iron,non-habitable,0,-3.168254,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1105 b,Superterran,rocky-iron,non-habitable,0,-2.136184,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1106 b,Superterran,rocky-iron,non-habitable,0,-4.418723,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1107 b,Terran,rocky-iron,non-habitable,0,-4.2518,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1108 b,Terran,rocky-iron,non-habitable,0,-2.465344,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1109 b,Superterran,rocky-iron,non-habitable,0,-2.116753,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1111 b,Superterran,rocky-iron,non-habitable,0,-2.660939,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1114 b,Terran,rocky-iron,non-habitable,0,-1.767141,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1115 b,Superterran,rocky-iron,non-habitable,0,-2.880837,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1117 b,Terran,rocky-iron,non-habitable,0,-2.481244,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1119 b,Superterran,rocky-iron,non-habitable,0,-2.68908,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1120 b,Terran,rocky-iron,non-habitable,0,-2.444537,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1121 b,Superterran,rocky-iron,non-habitable,0,-2.683975,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1122 b,Superterran,rocky-iron,non-habitable,0,-1.909026,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1123 b,Superterran,rocky-iron,non-habitable,0,-2.64068,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1124 b,Terran,rocky-iron,non-habitable,0,-1.593606,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1125 b,Superterran,rocky-iron,non-habitable,0,-1.980532,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1126 b,Superterran,rocky-iron,non-habitable,0,-1.527142,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1127 b,Superterran,rocky-iron,non-habitable,0,-2.721014,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1130 b,Subterran,rocky-iron,non-habitable,0,-2.125254,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1131 b,Superterran,rocky-iron,non-habitable,0,-3.041427,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1132 b,Superterran,rocky-iron,non-habitable,0,-2.289677,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1133 b,Superterran,rocky-iron,non-habitable,0,-2.175314,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1135 b,Superterran,rocky-iron,non-habitable,0,-1.665548,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1136 b,Superterran,rocky-iron,non-habitable,0,-2.445355,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1137 b,Superterran,rocky-iron,non-habitable,0,-2.663717,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1138 b,Superterran,rocky-iron,non-habitable,0,-2.931031,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1139 b,Terran,rocky-iron,non-habitable,0,-4.103559,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1141 b,Subterran,rocky-iron,non-habitable,0,-3.218115,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1142 b,Terran,rocky-iron,non-habitable,0,-1.861734,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1143 b,Superterran,rocky-iron,non-habitable,0,-2.632102,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1144 b,Superterran,rocky-iron,non-habitable,0,-2.071866,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1145 b,Terran,rocky-iron,non-habitable,0,-2.330457,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1146 b,Terran,rocky-iron,non-habitable,0,-2.42749,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1148 b,Superterran,rocky-iron,non-habitable,0,-3.422206,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1149 b,Terran,rocky-iron,non-habitable,0,-2.910995,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1150 b,Terran,rocky-iron,non-habitable,0,-2.303666,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1151 b,Superterran,rocky-iron,non-habitable,0,-2.109254,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1152 b,Terran,rocky-iron,non-habitable,0,-2.072766,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1153 b,Superterran,rocky-iron,non-habitable,0,-3.352981,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1154 b,Superterran,rocky-iron,non-habitable,0,-3.499971,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1154 c,Superterran,rocky-iron,non-habitable,0,-3.103828,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1155 b,Superterran,rocky-iron,non-habitable,0,-1.929263,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1156 b,Terran,rocky-iron,non-habitable,0,-2.083494,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1157 b,Terran,rocky-iron,non-habitable,0,-2.004782,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1158 b,Superterran,rocky-iron,non-habitable,0,-3.002674,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1159 b,Superterran,rocky-iron,non-habitable,0,-2.435087,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1160 b,Superterran,rocky-iron,non-habitable,0,-2.415102,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1161 b,Superterran,rocky-iron,non-habitable,0,-2.026695,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1162 b,Superterran,rocky-iron,non-habitable,0,-2.121877,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1163 b,Terran,rocky-iron,non-habitable,0,-2.869001,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1164 b,Terran,rocky-iron,non-habitable,0,-2.322318,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1165 b,Terran,rocky-iron,non-habitable,0,-2.487456,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1166 b,Superterran,rocky-iron,non-habitable,0,-1.589213,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1167 b,Superterran,rocky-iron,non-habitable,0,-3.446609,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1168 b,Superterran,rocky-iron,non-habitable,0,-2.520724,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1169 b,Terran,rocky-iron,non-habitable,0,-2.684914,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1170 b,Superterran,rocky-iron,non-habitable,0,-2.472531,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1173 b,Terran,rocky-iron,non-habitable,0,-3.761289,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1174 b,Superterran,rocky-iron,non-habitable,0,-2.566245,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1176 b,Superterran,rocky-iron,non-habitable,0,-2.530539,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1177 b,Superterran,rocky-iron,non-habitable,0,-1.715354,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1178 b,Terran,rocky-iron,non-habitable,0,-1.291657,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1179 b,Terran,rocky-iron,non-habitable,0,-2.691326,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1180 b,Superterran,rocky-iron,non-habitable,0,-2.266073,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1181 b,Superterran,rocky-iron,non-habitable,0,-3.126297,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1182 b,Superterran,rocky-iron,non-habitable,0,-2.559953,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1185 b,Terran,rocky-iron,non-habitable,0,-1.173477,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1186 b,Superterran,rocky-iron,non-habitable,0,-2.218243,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1188 b,Superterran,rocky-iron,non-habitable,0,-2.201629,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1189 b,Superterran,rocky-iron,non-habitable,0,-3.214242,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1190 b,Terran,rocky-iron,non-habitable,0,-1.691578,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1191 b,Terran,rocky-iron,non-habitable,0,-2.287509,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1192 b,Superterran,rocky-iron,non-habitable,0,-2.362035,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1193 b,Terran,rocky-iron,non-habitable,0,-3.372948,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1194 b,Terran,rocky-iron,non-habitable,0,-1.884811,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1195 b,Superterran,rocky-iron,non-habitable,0,-2.079031,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1196 b,Superterran,rocky-iron,non-habitable,0,-2.13598,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1197 b,Terran,rocky-iron,non-habitable,0,-2.551331,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1198 b,Terran,rocky-iron,non-habitable,0,-2.223358,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1199 b,Terran,rocky-iron,non-habitable,0,-2.08546,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1200 b,Terran,rocky-iron,non-habitable,0,-2.900712,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1201 b,Superterran,rocky-iron,non-habitable,0,-2.516719,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1203 b,Terran,rocky-iron,non-habitable,0,-3.038204,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1205 b,Terran,rocky-iron,non-habitable,0,-3.517852,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1206 b,Superterran,rocky-iron,non-habitable,0,-3.188314,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1207 b,Superterran,rocky-iron,non-habitable,0,-2.162667,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1208 b,Superterran,rocky-iron,non-habitable,0,-2.32604,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1209 b,Terran,rocky-iron,non-habitable,0,-2.051759,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1210 b,Superterran,rocky-iron,non-habitable,0,-2.296385,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1212 b,Superterran,rocky-iron,non-habitable,0,-2.464771,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1213 b,Terran,rocky-iron,non-habitable,0,-2.814184,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1214 b,Superterran,rocky-iron,non-habitable,0,-2.366295,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1215 b,Terran,rocky-iron,non-habitable,0,-2.515902,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1216 b,Terran,rocky-iron,non-habitable,0,-2.715338,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1217 b,Superterran,rocky-iron,non-habitable,0,-3.747246,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1218 b,Terran,rocky-iron,non-habitable,0,-1.893664,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1219 b,Superterran,rocky-iron,non-habitable,0,-2.739798,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1220 b,Terran,rocky-iron,non-habitable,0,-2.429493,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1221 b,Superterran,rocky-iron,non-habitable,0,-1.976435,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1222 b,Subterran,rocky-iron,non-habitable,0,-2.811327,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1223 b,Terran,rocky-iron,non-habitable,0,-1.53509,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1224 b,Terran,rocky-iron,non-habitable,0,-2.252449,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1225 b,Superterran,rocky-iron,non-habitable,0,-2.808224,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1226 b,Terran,rocky-iron,non-habitable,0,-1.971437,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1227 b,Superterran,rocky-iron,non-habitable,0,-2.192626,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1228 b,Terran,rocky-iron,non-habitable,0,-4.021202,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1229 b,Terran,rocky-iron,psychroplanet,1,-1.164499,0.444964,0.1,0.255036,0.1,0.1,1,0.99
Kepler-1231 b,Terran,rocky-iron,non-habitable,0,-2.181535,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1232 b,Superterran,rocky-iron,non-habitable,0,-1.803072,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1235 b,Subterran,rocky-iron,non-habitable,0,-2.441021,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1236 b,Superterran,rocky-iron,non-habitable,0,-2.038006,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1238 b,Superterran,rocky-iron,non-habitable,0,-3.616403,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1240 b,Terran,rocky-iron,non-habitable,0,-2.529878,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1242 b,Superterran,rocky-iron,non-habitable,0,-2.230021,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1243 b,Superterran,rocky-iron,non-habitable,0,-1.968119,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1244 b,Terran,rocky-iron,non-habitable,0,-3.928902,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1245 b,Terran,rocky-iron,non-habitable,0,-2.440081,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1245 c,Terran,rocky-iron,non-habitable,0,-2.714236,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1246 b,Terran,rocky-iron,non-habitable,0,-1.619059,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1247 b,Superterran,rocky-iron,non-habitable,0,-2.342815,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1248 b,Terran,rocky-iron,non-habitable,0,-2.573518,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1249 b,Superterran,rocky-iron,non-habitable,0,-2.44235,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1250 b,Superterran,rocky-iron,non-habitable,0,-3.286146,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1251 b,Superterran,rocky-iron,non-habitable,0,-1.672449,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1252 b,Superterran,rocky-iron,non-habitable,0,-2.159434,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1253 b,Terran,rocky-iron,non-habitable,0,-1.421771,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1254 b,Terran,rocky-iron,non-habitable,0,-1.862677,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1254 c,Terran,rocky-iron,non-habitable,0,-2.337859,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1254 d,Terran,rocky-iron,non-habitable,0,-2.069695,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1255 b,Superterran,rocky-iron,non-habitable,0,-2.312031,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1256 b,Terran,rocky-iron,non-habitable,0,-2.437833,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1257 b,Terran,rocky-iron,non-habitable,0,-2.935519,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1258 b,Terran,rocky-iron,non-habitable,0,-4.093881,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1259 b,Terran,rocky-iron,non-habitable,0,-3.880729,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1260 b,Superterran,rocky-iron,non-habitable,0,-2.063266,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1261 b,Superterran,rocky-iron,non-habitable,0,-2.165976,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1262 b,Superterran,rocky-iron,non-habitable,0,-2.393146,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1263 b,Terran,rocky-iron,non-habitable,0,-2.269918,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1264 b,Terran,rocky-iron,non-habitable,0,-4.148167,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1265 b,Terran,rocky-iron,non-habitable,0,-1.863701,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1268 b,Superterran,rocky-iron,non-habitable,0,-1.922774,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1269 b,Superterran,rocky-iron,non-habitable,0,-1.759102,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1271 b,Terran,rocky-iron,non-habitable,0,-3.468851,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1272 b,Superterran,rocky-iron,non-habitable,0,-2.353243,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1273 b,Superterran,rocky-iron,non-habitable,0,-2.555084,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1274 b,Terran,rocky-iron,non-habitable,0,-3.362557,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1275 b,Terran,rocky-iron,non-habitable,0,-3.461519,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1276 b,Terran,rocky-iron,non-habitable,0,-2.261081,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1277 b,Superterran,rocky-iron,non-habitable,0,-1.542852,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1278 b,Terran,rocky-iron,non-habitable,0,-3.166991,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1279 b,Superterran,rocky-iron,non-habitable,0,-2.141547,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1280 b,Superterran,rocky-iron,non-habitable,0,-1.736891,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1281 b,Superterran,rocky-iron,non-habitable,0,-2.745637,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1282 b,Terran,rocky-iron,non-habitable,0,-3.152027,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1283 b,Superterran,rocky-iron,non-habitable,0,-2.476625,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1284 b,Terran,rocky-iron,non-habitable,0,-3.880607,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1285 b,Terran,rocky-iron,non-habitable,0,-2.135325,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1286 b,Superterran,rocky-iron,non-habitable,0,-2.353809,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1287 b,Terran,rocky-iron,non-habitable,0,-2.106381,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1288 b,Terran,rocky-iron,non-habitable,0,-3.498057,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1289 b,Terran,rocky-iron,non-habitable,0,-2.59603,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1290 b,Terran,rocky-iron,non-habitable,0,-2.598195,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1291 b,Superterran,rocky-iron,non-habitable,0,-2.05868,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1292 b,Superterran,rocky-iron,non-habitable,0,-2.942905,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1293 b,Terran,rocky-iron,non-habitable,0,-2.853859,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1295 b,Terran,rocky-iron,non-habitable,0,-2.68132,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1296 b,Terran,rocky-iron,non-habitable,0,-1.925629,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1297 b,Terran,rocky-iron,non-habitable,0,-3.498057,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1298 b,Terran,rocky-iron,non-habitable,0,-3.269354,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1300 b,Terran,rocky-iron,non-habitable,0,-2.265582,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1301 b,Terran,rocky-iron,non-habitable,0,-1.9555,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1302 b,Terran,rocky-iron,non-habitable,0,-1.998761,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1303 b,Terran,rocky-iron,non-habitable,0,-2.371148,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1304 b,Superterran,rocky-iron,non-habitable,0,-2.26655,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1305 b,Superterran,rocky-iron,non-habitable,0,-2.138804,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1306 b,Superterran,rocky-iron,non-habitable,0,-2.066501,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1307 b,Superterran,rocky-iron,non-habitable,0,-2.579402,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1308 b,Subterran,rocky-iron,non-habitable,0,-1.450047,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1309 b,Superterran,rocky-iron,non-habitable,0,-2.344416,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1310 b,Terran,rocky-iron,non-habitable,0,-4.35366,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1311 b,Terran,rocky-iron,non-habitable,0,-2.375441,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1311 c,Terran,rocky-iron,non-habitable,0,-3.609644,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1312 b,Superterran,rocky-iron,non-habitable,0,-2.706313,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1313 b,Superterran,rocky-iron,non-habitable,0,-2.680666,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1315 b,Terran,rocky-iron,non-habitable,0,-3.446691,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1317 b,Superterran,rocky-iron,non-habitable,0,-4.182769,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1319 b,Terran,rocky-iron,non-habitable,0,-1.796053,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1320 b,Superterran,rocky-iron,non-habitable,0,-3.465715,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1321 c,Superterran,rocky-iron,non-habitable,0,-2.495794,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1322 b,Superterran,rocky-iron,non-habitable,0,-3.931831,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1323 b,Terran,rocky-iron,non-habitable,0,-5.185285,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1324 b,Terran,rocky-iron,non-habitable,0,-2.216524,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1327 b,Superterran,rocky-iron,non-habitable,0,-2.153785,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1328 b,Terran,rocky-iron,non-habitable,0,-2.599257,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1329 b,Superterran,rocky-iron,non-habitable,0,-2.111526,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1330 b,Superterran,rocky-iron,non-habitable,0,-2.175478,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1331 b,Terran,rocky-iron,non-habitable,0,-3.13641,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1332 b,Terran,rocky-iron,non-habitable,0,-1.972461,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1334 b,Superterran,rocky-iron,non-habitable,0,-2.292186,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1335 b,Terran,rocky-iron,non-habitable,0,-2.025917,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1336 b,Superterran,rocky-iron,non-habitable,0,-2.090004,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1336 c,Superterran,rocky-iron,non-habitable,0,-2.847002,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1337 b,Superterran,rocky-iron,non-habitable,0,-2.389303,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1338 b,Terran,rocky-iron,non-habitable,0,-4.303506,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1339 b,Subterran,rocky-iron,non-habitable,0,-3.468485,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1340 b,Terran,rocky-iron,non-habitable,0,-5.851353,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1342 b,Superterran,rocky-iron,non-habitable,0,-3.172169,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1343 b,Superterran,rocky-iron,non-habitable,0,-3.047708,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1344 b,Superterran,rocky-iron,non-habitable,0,-3.004837,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1345 b,Superterran,rocky-iron,non-habitable,0,-2.40807,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1346 b,Superterran,rocky-iron,non-habitable,0,-3.353226,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1347 b,Terran,rocky-iron,non-habitable,0,-1.647627,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1348 b,Superterran,rocky-iron,non-habitable,0,-1.91772,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1349 b,Subterran,rocky-iron,non-habitable,0,-3.648446,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1350 c,Superterran,rocky-iron,non-habitable,0,-2.210796,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1351 b,Subterran,rocky-iron,non-habitable,0,-2.833329,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1352 b,Terran,rocky-iron,non-habitable,0,-3.714682,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1353 b,Superterran,rocky-iron,non-habitable,0,-1.633125,0.1,0.1,0.6,0.1,0.1,1,0.99
