P. Name,P. Mass Class,P. Composition Class,P. Habitable Class,P. Habitable,CES_CRS_nu,a1,a2,a3,a4,a5,rho,nu
Kepler-372 b,Terran,rocky-iron,non-habitable,0,-2.777583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-372 c,Superterran,rocky-iron,non-habitable,0,-2.3055,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-372 d,Superterran,rocky-iron,non-habitable,0,-1.970833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-373 b,Terran,rocky-iron,non-habitable,0,-2.435708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-373 c,Terran,rocky-iron,non-habitable,0,-1.787125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-374 b,Terran,rocky-iron,non-habitable,0,-3.431792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-374 c,Terran,rocky-iron,non-habitable,0,-2.931083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-374 d,Terran,rocky-iron,non-habitable,0,-2.646625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-375 b,Terran,rocky-iron,non-habitable,0,-2.014375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-376 b,Terran,rocky-iron,non-habitable,0,-2.83125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-376 c,Superterran,rocky-iron,non-habitable,0,-2.315208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-377 b,Terran,rocky-iron,non-habitable,0,-2.283708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-377 c,Superterran,rocky-iron,non-habitable,0,-2.086,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-378 b,Subterran,rocky-iron,non-habitable,0,-1.329458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-378 c,Subterran,rocky-iron,non-habitable,0,-1.127083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-379 b,Superterran,rocky-iron,non-habitable,0,-2.16875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-379 c,Superterran,rocky-iron,non-habitable,0,-2.2605,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-380 b,Terran,rocky-iron,non-habitable,0,-3.141875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-380 c,Terran,rocky-iron,non-habitable,0,-2.617292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-381 b,Terran,rocky-iron,non-habitable,0,-3.101167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-381 c,Terran,rocky-iron,non-habitable,0,-2.450083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-382 b,Terran,rocky-iron,non-habitable,0,-2.563375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-382 c,Superterran,rocky-iron,non-habitable,0,-2.116833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-383 b,Terran,rocky-iron,non-habitable,0,-1.585667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-383 c,Terran,rocky-iron,non-habitable,0,-1.268583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-384 b,Terran,rocky-iron,non-habitable,0,-1.62925,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-384 c,Terran,rocky-iron,non-habitable,0,-1.373667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-386 b,Terran,rocky-iron,non-habitable,0,-1.802458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-386 c,Superterran,rocky-iron,non-habitable,0,-1.572375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-387 b,Terran,rocky-iron,non-habitable,0,-2.440542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-387 c,Terran,rocky-iron,non-habitable,0,-2.053625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-388 b,Subterran,rocky-iron,non-habitable,0,-1.970167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-388 c,Terran,rocky-iron,non-habitable,0,-1.352375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-389 b,Terran,rocky-iron,non-habitable,0,-2.659208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-389 c,Terran,rocky-iron,non-habitable,0,-1.799583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-390 b,Subterran,rocky-iron,non-habitable,0,-1.943833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-390 c,Subterran,rocky-iron,non-habitable,0,-1.609375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-392 b,Terran,rocky-iron,non-habitable,0,-2.735417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-392 c,Terran,rocky-iron,non-habitable,0,-2.276708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-393 b,Terran,rocky-iron,non-habitable,0,-2.641625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-393 c,Terran,rocky-iron,non-habitable,0,-2.335583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-394 b,Superterran,rocky-iron,non-habitable,0,-2.688583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-394 c,Superterran,rocky-iron,non-habitable,0,-2.421042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-395 b,Terran,rocky-iron,non-habitable,0,-1.542417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-395 c,Terran,rocky-iron,non-habitable,0,-1.148028,0.6,0.1,0.1,0.1,0.1,1,1
Kepler-396 b,Neptunian,rocky-water,non-habitable,0,-3.365639,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-397 b,Superterran,rocky-iron,non-habitable,0,-2.519208,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-398 b,Terran,rocky-iron,non-habitable,0,-1.866708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-398 c,Terran,rocky-iron,non-habitable,0,-1.443458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-399 b,Terran,rocky-iron,non-habitable,0,-1.636625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-399 c,Terran,rocky-iron,non-habitable,0,-1.527167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-399 d,Superterran,rocky-iron,non-habitable,0,-1.716215,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-400 b,Superterran,rocky-iron,non-habitable,0,-2.498667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-400 c,Terran,rocky-iron,non-habitable,0,-2.069042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-401 b,Superterran,rocky-iron,non-habitable,0,-2.408708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-401 c,Superterran,rocky-iron,non-habitable,0,-2.102444,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-402 b,Terran,rocky-iron,non-habitable,0,-3.188625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-402 c,Superterran,rocky-iron,non-habitable,0,-2.913667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-402 d,Terran,rocky-iron,non-habitable,0,-2.582125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-402 e,Terran,rocky-iron,non-habitable,0,-2.442292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-403 b,Terran,rocky-iron,non-habitable,0,-2.757042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-403 c,Superterran,rocky-iron,non-habitable,0,-1.748083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-404 b,Terran,rocky-iron,non-habitable,0,-1.946667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-404 c,Superterran,rocky-iron,non-habitable,0,-1.971833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-405 b,Superterran,rocky-iron,non-habitable,0,-2.314458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-406 b,Terran,rocky-iron,non-habitable,0,-3.4325,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-411 b,Superterran,rocky-iron,non-habitable,0,-2.692583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-431 b,Subterran,rocky-iron,non-habitable,0,-2.435167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-431 c,Subterran,rocky-iron,non-habitable,0,-2.241042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-431 d,Terran,rocky-iron,non-habitable,0,-2.160583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-436 c,Superterran,rocky-iron,non-habitable,0,-2.313118,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-437 b,Superterran,rocky-iron,non-habitable,0,-1.988465,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-438 b,Terran,rocky-iron,mesoplanet,1,-0.978847,0.6,0.1,0.1,0.1,0.1,1,1
Kepler-439 b,Superterran,rocky-iron,non-habitable,0,-2.118444,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-440 b,Superterran,rocky-iron,mesoplanet,1,-1.673757,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-441 b,Superterran,rocky-iron,non-habitable,0,-1.383618,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-442 b,Terran,rocky-iron,psychroplanet,1,-1.130924,0.6,0.1,0.1,0.1,0.1,1,1
Kepler-443 b,Superterran,rocky-iron,mesoplanet,1,-2.240604,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-444 b,Mercurian,rocky-iron,non-habitable,0,-2.157208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-444 c,Subterran,rocky-iron,non-habitable,0,-2.042375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-444 d,Subterran,rocky-iron,non-habitable,0,-1.879667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-444 e,Subterran,rocky-iron,non-habitable,0,-1.750708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-444 f,Subterran,rocky-iron,non-habitable,0,-1.700208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-445 b,Superterran,rocky-iron,non-habitable,0,-1.686632,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-445 c,Superterran,rocky-water,non-habitable,0,-1.883403,0.6,0.1,0.1,0.1,0.1,1,1
Kepler-445 d,Terran,rocky-iron,non-habitable,0,-1.473236,0.1,0.6,0.1,0.1,0.1,1,1
Kepler-446 b,Terran,rocky-iron,non-habitable,0,-1.738375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-446 c,Terran,rocky-iron,non-habitable,0,-1.741618,0.1,0.6,0.1,0.1,0.1,1,1
Kepler-446 d,Terran,rocky-iron,non-habitable,0,-1.33716,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-449 b,Superterran,rocky-iron,non-habitable,0,-2.579542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-450 d,Subterran,rocky-iron,non-habitable,0,-2.776167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-452 b,Superterran,rocky-iron,mesoplanet,1,-1.397035,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-454 b,Superterran,rocky-water,non-habitable,0,-2.286333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-457 b,Superterran,rocky-iron,non-habitable,0,-2.451417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-457 c,Superterran,rocky-iron,non-habitable,0,-2.360167,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-466 c,Terran,rocky-iron,non-habitable,0,-2.976625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-467 b,Superterran,rocky-iron,non-habitable,0,-2.279062,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-475 b,Superterran,rocky-iron,non-habitable,0,-2.904792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-477 b,Superterran,rocky-iron,non-habitable,0,-2.077917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-479 b,Superterran,rocky-iron,non-habitable,0,-2.081514,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-481 b,Superterran,rocky-iron,non-habitable,0,-2.714097,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-482 b,Superterran,rocky-iron,non-habitable,0,-2.316799,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-484 b,Superterran,rocky-iron,non-habitable,0,-2.374,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-496 b,Superterran,rocky-iron,non-habitable,0,-2.389431,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-499 b,Superterran,rocky-iron,non-habitable,0,-2.541833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-504 b,Superterran,rocky-iron,non-habitable,0,-1.395549,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-507 b,Terran,rocky-iron,non-habitable,0,-3.374667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-508 b,Superterran,rocky-iron,non-habitable,0,-1.999417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-509 b,Superterran,rocky-iron,non-habitable,0,-2.593611,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-510 b,Superterran,rocky-iron,non-habitable,0,-2.632958,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-513 b,Superterran,rocky-iron,non-habitable,0,-2.165521,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-514 b,Superterran,rocky-iron,non-habitable,0,-3.145792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-515 b,Terran,rocky-iron,non-habitable,0,-1.664167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-518 b,Superterran,rocky-iron,non-habitable,0,-2.463833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-519 b,Superterran,rocky-iron,non-habitable,0,-1.999257,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-520 b,Superterran,rocky-iron,non-habitable,0,-2.063958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-520 c,Terran,rocky-iron,non-habitable,0,-2.744375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-523 b,Superterran,rocky-iron,non-habitable,0,-2.52325,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-524 b,Superterran,rocky-iron,non-habitable,0,-2.659417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-524 c,Terran,rocky-iron,non-habitable,0,-3.641208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-526 b,Superterran,rocky-iron,non-habitable,0,-2.939875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-528 b,Superterran,rocky-iron,non-habitable,0,-2.128,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-529 b,Superterran,rocky-iron,non-habitable,0,-3.96125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-529 c,Superterran,rocky-iron,non-habitable,0,-2.44925,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-534 b,Superterran,rocky-iron,non-habitable,0,-2.263708,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-535 b,Superterran,rocky-iron,non-habitable,0,-3.387667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-537 b,Terran,rocky-iron,non-habitable,0,-2.976375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-538 b,Superterran,rocky-iron,non-habitable,0,-2.182708,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-539 c,Terran,rocky-iron,non-habitable,0,-1.164646,0.6,0.1,0.1,0.1,0.1,1,1
Kepler-542 b,Superterran,rocky-iron,non-habitable,0,-1.985417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-543 b,Superterran,rocky-iron,non-habitable,0,-2.592222,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-544 b,Superterran,rocky-iron,non-habitable,0,-2.274917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-556 b,Superterran,rocky-iron,non-habitable,0,-2.382875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-558 b,Superterran,rocky-iron,non-habitable,0,-2.365653,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-560 b,Superterran,rocky-iron,non-habitable,0,-1.491799,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-566 b,Superterran,rocky-iron,non-habitable,0,-2.089181,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-567 b,Superterran,rocky-iron,non-habitable,0,-2.228924,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-568 b,Superterran,rocky-iron,non-habitable,0,-2.19566,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-570 b,Superterran,rocky-iron,non-habitable,0,-2.964,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-574 b,Superterran,rocky-iron,non-habitable,0,-2.60225,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-575 b,Superterran,rocky-iron,non-habitable,0,-2.545375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-578 b,Superterran,rocky-iron,non-habitable,0,-3.429458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-579 b,Superterran,rocky-iron,non-habitable,0,-2.35175,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-583 b,Superterran,rocky-iron,non-habitable,0,-2.626083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-587 b,Superterran,rocky-iron,non-habitable,0,-2.306167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-589 b,Superterran,rocky-iron,non-habitable,0,-2.272333,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-592 b,Superterran,rocky-iron,non-habitable,0,-3.588083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-594 b,Superterran,rocky-iron,non-habitable,0,-2.16034,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-597 b,Superterran,rocky-iron,non-habitable,0,-2.451972,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-598 b,Terran,rocky-iron,non-habitable,0,-2.626625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-601 b,Superterran,rocky-iron,non-habitable,0,-2.381917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-602 b,Superterran,rocky-iron,non-habitable,0,-2.362167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-603 d,Terran,rocky-iron,non-habitable,0,-2.517958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-605 b,Terran,rocky-iron,non-habitable,0,-2.7455,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-605 c,Terran,rocky-iron,non-habitable,0,-2.87925,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-607 b,Terran,rocky-iron,non-habitable,0,-3.964542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-611 b,Superterran,rocky-iron,non-habitable,0,-3.353458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-613 b,Superterran,rocky-iron,non-habitable,0,-2.320222,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-614 b,Superterran,rocky-iron,non-habitable,0,-2.449125,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-615 b,Superterran,rocky-iron,non-habitable,0,-1.788625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-616 b,Superterran,rocky-iron,non-habitable,0,-2.586076,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-617 b,Terran,rocky-iron,non-habitable,0,-2.02525,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-619 c,Superterran,rocky-iron,non-habitable,0,-4.375833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-621 b,Superterran,rocky-iron,non-habitable,0,-2.637375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-622 b,Superterran,rocky-iron,non-habitable,0,-2.026556,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-624 b,Superterran,rocky-iron,non-habitable,0,-2.526542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-625 b,Superterran,rocky-iron,non-habitable,0,-2.516542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-625 c,Terran,rocky-iron,non-habitable,0,-2.662,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-626 b,Superterran,rocky-iron,non-habitable,0,-2.360292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-629 b,Terran,rocky-iron,non-habitable,0,-2.167542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-632 b,Superterran,rocky-iron,non-habitable,0,-2.138062,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-633 b,Superterran,rocky-iron,non-habitable,0,-2.553958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-634 b,Superterran,rocky-iron,non-habitable,0,-3.168125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-638 b,Superterran,rocky-iron,non-habitable,0,-2.498708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-639 b,Superterran,rocky-iron,non-habitable,0,-2.780208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-641 b,Superterran,rocky-iron,non-habitable,0,-2.475125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-645 b,Superterran,rocky-iron,non-habitable,0,-3.623458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-646 b,Superterran,rocky-iron,non-habitable,0,-2.068208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-647 b,Terran,rocky-iron,non-habitable,0,-1.999833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-649 b,Superterran,rocky-iron,non-habitable,0,-2.248333,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-651 b,Superterran,rocky-iron,non-habitable,0,-2.398917,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-652 b,Superterran,rocky-iron,non-habitable,0,-2.959583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-653 b,Superterran,rocky-iron,non-habitable,0,-2.28275,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-653 c,Subterran,rocky-iron,non-habitable,0,-4.479583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-654 b,Superterran,rocky-iron,non-habitable,0,-2.359375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-658 b,Superterran,rocky-iron,non-habitable,0,-2.5975,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-659 b,Superterran,rocky-iron,non-habitable,0,-2.59059,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-662 b,Superterran,rocky-iron,non-habitable,0,-2.094264,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-666 b,Superterran,rocky-iron,non-habitable,0,-3.195625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-672 b,Superterran,rocky-iron,non-habitable,0,-2.584132,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-674 b,Superterran,rocky-iron,non-habitable,0,-2.275625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-675 b,Superterran,rocky-iron,non-habitable,0,-3.031708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-680 b,Superterran,rocky-iron,non-habitable,0,-3.420875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-683 b,Superterran,rocky-iron,non-habitable,0,-3.333292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-691 b,Superterran,rocky-iron,non-habitable,0,-1.963,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-705 b,Superterran,rocky-iron,mesoplanet,1,-1.923556,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-707 b,Terran,rocky-iron,non-habitable,0,-2.755375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-710 b,Superterran,rocky-iron,non-habitable,0,-2.785292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-713 b,Superterran,rocky-iron,non-habitable,0,-2.788792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-717 b,Superterran,rocky-iron,non-habitable,0,-2.886083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-732 b,Superterran,rocky-iron,non-habitable,0,-2.065792,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-732 c,Terran,rocky-iron,non-habitable,0,-2.3125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-737 b,Superterran,rocky-iron,non-habitable,0,-1.763285,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-738 b,Superterran,rocky-iron,non-habitable,0,-2.593681,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-743 b,Terran,rocky-iron,non-habitable,0,-2.687875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-744 b,Superterran,rocky-iron,non-habitable,0,-2.086042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-745 b,Superterran,rocky-iron,non-habitable,0,-2.519917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-746 b,Terran,rocky-iron,non-habitable,0,-2.677458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-750 c,Superterran,rocky-iron,non-habitable,0,-3.26625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-751 b,Superterran,rocky-iron,non-habitable,0,-2.54459,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-753 b,Superterran,rocky-iron,non-habitable,0,-1.985667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-754 b,Superterran,rocky-iron,non-habitable,0,-2.293667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-755 b,Superterran,rocky-iron,non-habitable,0,-3.342917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-755 c,Terran,rocky-iron,non-habitable,0,-2.53475,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-756 b,Terran,rocky-iron,non-habitable,0,-3.358417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-757 b,Terran,rocky-iron,non-habitable,0,-4.5605,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-758 b,Superterran,rocky-iron,non-habitable,0,-2.914,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-758 c,Superterran,rocky-iron,non-habitable,0,-3.37375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-758 d,Superterran,rocky-iron,non-habitable,0,-2.43075,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-758 e,Terran,rocky-iron,non-habitable,0,-2.85325,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-759 b,Superterran,rocky-iron,non-habitable,0,-2.247889,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-760 c,Terran,rocky-iron,non-habitable,0,-2.913125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-761 b,Superterran,rocky-iron,non-habitable,0,-2.344958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-763 b,Terran,rocky-iron,non-habitable,0,-3.3505,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-764 b,Superterran,rocky-iron,non-habitable,0,-2.326083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-765 b,Superterran,rocky-iron,non-habitable,0,-2.515313,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-768 b,Superterran,rocky-iron,non-habitable,0,-1.940208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-769 c,Superterran,rocky-iron,non-habitable,0,-2.351458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-770 b,Superterran,rocky-iron,non-habitable,0,-2.312549,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-770 c,Terran,rocky-iron,non-habitable,0,-3.53175,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-770 d,Terran,rocky-iron,non-habitable,0,-2.67525,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-771 b,Superterran,rocky-iron,non-habitable,0,-2.506,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-772 b,Superterran,rocky-iron,non-habitable,0,-2.273083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-773 b,Terran,rocky-iron,non-habitable,0,-2.937792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-775 b,Terran,rocky-iron,non-habitable,0,-3.764583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-776 b,Terran,rocky-iron,non-habitable,0,-2.211125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-777 b,Terran,rocky-iron,non-habitable,0,-1.6945,0.1,0.1,0.1,0.6,0.1,1,1
